videoId,dataset,channelName,title,publishedAt,category,primary_topic_id,primary_topic_keywords
4u-UHE7wkFY,a_b,AfD-Fraktion Bundestag,Einsatz UNMISS im Südsudan hilft Migration zu beschränken! - Berengar Elsner von Gronow,2019-02-22T09:22:05Z,other,18,"soldaten, bundeswehr, einsatz, streitkräfte, mali, verteidigung, soldat, guardian"
4UPjkVdGW_s,a_b,AfD-Fraktion Bundestag,Waffenlieferung an Saudi-Arabien! Stefan Keuter - AfD-Fraktion im Bundestag,2022-10-16T12:00:02Z,other,20,"israel, who, hamas, israels, häfen, städtebauförderung, rückgabe, pflp"
4V1-l47gOtE,a_b,AfD-Fraktion Bundestag,Die Menschen werden in Angst und Schrecken versetzt! - Karsten Hilse -AfD-Fraktion im Bundestag,2021-05-23T13:00:01Z,climate,3,"co2, strom, klima, energie, energiewende, gas, kernenergie, euro"
4V3Srbu2TSs,a_b,AfD TV,"""Friederich auf Abwegen"" Das 5. Türchen im AfD-Ampelkalender  #afd #ampel #cdu # #deutschland",2023-12-05T08:00:04Z,other,-1,outlier
4V5QipvSV2s,a_b,AfD TV,Martin Hess zu Kompetenz-Übertragung an Europol,2021-05-12T15:28:22Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
4VNqLS7nRmE,a_b,AfD-Fraktion Bundestag,Senioren und Grundschüler gehen leer aus: 49€-Ticket nur digital!Wolfgang Wiehle -AfD-Fraktion im BT,2023-02-09T10:00:02Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
4VYa48rrGUY,a_b,AfD-Fraktion Bundestag,Rainer Kraft haut den Grünen ihr Nachhaltigkeitsgerede um die Ohren! - AfD-Fraktion im Bundestag,2022-09-29T11:40:00Z,other,-1,outlier
4WMyKSfB9ZQ,a_b,AfD TV,Klimaschutzgesetz: „Sie belügen die Menschen!“,2023-09-25T12:26:07Z,climate,36,"katastrophe, japan, rheinland, katastrophenschutz, katastrophen, pfalz, rheinland pfalz, hochwasser"
4WsbAikv9jg,a_b,AfD-Fraktion Bundestag,Geldpresse: Man kann sich nicht dauerhaft aus einer Krise drucken! - Peter Boehringer - AfD-Fraktion,2020-03-25T09:54:33Z,other,2,"impfung, corona, impfpflicht, patienten, virus, lauterbach, impfen, impfstoff"
4wwBz4ohrrI,a_b,AfD TV,"„Es gibt Zustände, die fatal an die DDR erinnern!“",2023-06-16T11:41:40Z,other,-1,outlier
4X3aeZrPNBY,a_b,AfD-Fraktion Bundestag,Bundeswehr-Einsatz: Das löst die Probleme des Balkans nicht! Rüdiger Lucassen - AfD-Fraktion BT,2023-06-28T07:00:02Z,other,-1,outlier
4XzbKp5QMZQ,a_b,AfD-Fraktion Bundestag,Sondersitzung des Innenausschusses zur Flutkatastrophe - Dr. Curio - AfD-Fraktion im Bundestag,2021-07-26T13:42:24Z,climate,36,"katastrophe, japan, rheinland, katastrophenschutz, katastrophen, pfalz, rheinland pfalz, hochwasser"
4YjUg8S-ae4,a_b,AfD TV,Bürgergeld für Ukrainer sofort abschaffen!  - René Springer - AfD,2025-06-27T07:06:12Z,other,24,"kinder, eltern, kindern, lehrer, mittagessen, rechtsanspruch, ukrainer, schulen"
4yS-7kwm1Os,a_b,AfD-Fraktion Bundestag,Presseerklärung von Tino Chrupalla! - AfD-Fraktion im Bundestag,2024-02-20T13:56:46Z,other,46,"bundeswehr, milliarden euro, milliarden, verteidigungshaushalt, 25 millionen, euro, militärhilfen, munition"
4YsZzLusnfs,a_b,AfD-Fraktion Bundestag,Marc Bernhard liest Habeck die Leviten! - AfD-Fraktion im Bundestag,2024-04-17T09:00:04Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
4YvxOj14FWM,a_b,AfD-Fraktion Bundestag,Bürger werden erneut belogen! - Udo Hemmelgarn - AfD-Fraktion im Bundestag,2021-04-20T15:00:02Z,other,-1,outlier
4yxI-1SWbiA,a_b,AfD TV,"Die Bürger haben keinen Bock mehr auf's Unterhaken, Herr Scholz!",2023-11-30T13:30:04Z,other,-1,outlier
5-4ewCtVcXI,a_b,AfD-Fraktion Bundestag,Gottfried Curio zu den neusten Erkenntnissen rund um den Aschaffenburg-Täter. AfD-Fraktion,2025-02-10T13:24:01Z,other,-1,outlier
5-Itw3JrRYc,a_b,AfD TV,AfD Hessen: Wahlkampfabschluss in Neuhof!,2025-02-20T21:07:23Z,other,17,"the, mikrofon, bitte, that, genossen, partei, you, and"
50_l8N1bEo8,a_b,AfD-Fraktion Bundestag,Grüne opfern heimische Natur auf dem Altar der Energiewende! - Leif-Erik Holm - AfD-Fraktion,2023-07-08T07:00:01Z,other,48,"tourismus, gastronomie, tourismusbranche, umsatz, insel rügen, gaststätten, rügen, insel"
50ec3o53gSg,a_b,AfD-Fraktion Bundestag,Deutsche Soldaten werden in Deutschland gebraucht! Hannes Gnauck - AfD-Fraktion im Bundestag,2022-06-26T16:00:03Z,other,-1,outlier
50GdsnHb5Zw,a_b,AfD-Fraktion Bundestag,Saalvergabe im Bundestag: Stephan Brandner reagiert auf Entscheidung des Bundesverfassungsgerichts!,2026-02-05T13:22:35Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
51Bw9TISr8g,a_b,AfD-Fraktion Bundestag,Wir werden von Dilettanten und Blendern regiert! - Dr. Bernd Baumann - AfD-Fraktion im Bundestag,2021-09-07T07:55:40Z,other,22,"afghanistan, taliban, afghanen, afghanische, ortskräfte, hindukusch, kabul, pakistan"
51cfZJnQV8I,a_b,AfD-Fraktion Bundestag,LIVE: Pressekonferenz der AfD-Fraktion - Diese Woche im Bundestag,2023-12-12T09:55:17Z,other,-1,outlier
51v2POWbRSc,a_b,AfD-Fraktion Bundestag,"Sie haben das Problem nicht gelöst, Sie sind das Problem! Dr. Götz Frömming - AfD-Fraktion Bundestag",2022-11-25T09:17:53Z,other,-1,outlier
524lCp_VxZY,a_b,AfD-Fraktion Bundestag,Der Kampf gegen rechts zielt auf die bürgerliche Mitte! - Martin Hohmann - AfD-Fraktion im Bundestag,2018-11-22T10:25:15Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
528UUUaUrvM,a_b,AfD TV,"""Na, Olaf - warst Du auch schön brav?"" Das 6. Türchen im AfD-Ampelkalender  #afd #ampel #scholz",2023-12-06T08:00:02Z,other,-1,outlier
52aUbKFNDu4,a_b,AfD-Fraktion Bundestag,Jörn König kritisiert die Schuldenorgie von Schwarz-Rot! - AfD-Fraktion im Bundestag,2025-05-17T17:00:12Z,other,-1,outlier
53-I9jwRRQ4,a_b,AfD-Fraktion Bundestag,Grundsteuer trotz Reform weiterhin verfassungswidrig! - Albrecht Glaser,2019-10-24T12:35:14Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
535SWevjCKw,a_b,AfD-Fraktion Bundestag,Panikmache stoppen! Lockdown beenden! - Sebastian Münzenmaier - AfD-Fraktion im Bundestag,2021-02-11T10:28:34Z,other,2,"impfung, corona, impfpflicht, patienten, virus, lauterbach, impfen, impfstoff"
53C5EJeho20,a_b,AfD-Fraktion Bundestag,"Fachkräfte fliehen, Schrottimmobilien vermehren sich! Volker Scheurell - AfD-Fraktion im Bundestag",2026-01-23T14:00:07Z,other,-1,outlier
53jt_2rMmEU,a_b,AfD-Fraktion Bundestag,Live: Online-Bürgerdialog mit Gottfried Curio und Martin Hess!,2020-10-28T18:20:09Z,other,-1,outlier
542U34a3nX8,a_b,AfD-Fraktion Bundestag,Regierungsbefragung: AfD-Fraktion grillt Kanzler Olaf Scholz!,2022-07-06T14:30:01Z,other,-1,outlier
547GqS0ztHQ,a_b,AfD-Fraktion Bundestag,Nanny-Staat zerstört Freiheit! - Christian Zaum - AfD-Fraktion im Bundestag,2025-12-25T09:00:09Z,other,-1,outlier
54iHsal2Sis,a_b,AfD-Fraktion Bundestag,Europa besteht nicht nur aus Paris & Berlin! - Dr. Maximilian Krah - AfD-Fraktion im Bundestag,2026-01-31T09:00:06Z,other,-1,outlier
54jAEME1lws,a_b,AfD-Fraktion Bundestag,Faire Kompensationen für unsere Bauern! - Wilhelm von Gottberg - AfD-Fraktion im Bundestag,2021-06-14T15:00:02Z,other,19,"landwirte, bauern, landwirtschaft, landwirtschaftlichen, direktzahlungen, landwirten, agrarpolitik, agrardiesel"
54ZsA3kMNlc,a_b,AfD-Fraktion Bundestag,Ronald Gläser rechnet mit dem KI-Skandal beim Rundfunk ab! - AfD-Fraktion im Bundestag,2026-02-26T07:27:05Z,other,-1,outlier
561vf7Hnepc,a_b,AfD TV,+++ Anne Spiegel interessiert sich nur für Anne Spiegel +++,2022-03-26T11:26:15Z,climate,36,"katastrophe, japan, rheinland, katastrophenschutz, katastrophen, pfalz, rheinland pfalz, hochwasser"
56BD1G9hJ14,a_b,AfD-Fraktion Bundestag,Dr. Götz Frömming und Nicole Höchst zu den Folgen der Corona-Politik an unseren Schulen! - AfD,2021-08-26T09:00:01Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
56dyTMA1XJM,a_b,AfD-Fraktion Bundestag,Jusos wollen das Töten von Babys erlauben! - Beatrix von Storch - AfD-Fraktion im Bundestag,2018-12-13T15:00:31Z,other,42,"abtreibung, 218, ungeborenen, schwangerschaftsabbrüche, schwangerschaftsabbruch, stgb, 219 stgb, abbruch"
56fc1dPvsfc,a_b,AfD TV,Mitglied im AfD-Bundesvorstand | Joana Cotar zum Grundgesetz,2022-02-28T18:00:31Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
56JM4EKwtlY,a_b,AfD TV,Schluss mit Masseneinwanderung - wir bleiben das Original! | Frequenz: Freiheit | Ausgabe 27/2023,2023-09-29T14:07:28Z,other,-1,outlier
57SVqApiB9Q,a_b,AfD TV,Bundestag-Debatte LIVE 28.04.2022,2022-04-28T08:51:26Z,other,-1,outlier
58H_YIQajxo,a_b,AfD-Fraktion Bundestag,Auslandseinsätze von Polizisten: Gefährlich und unbeliebt! Steffan Janich- AfD-Fraktion im Bundestag,2024-06-09T12:00:07Z,migration,9,"extreme rechte, polizei, rechte, äh, extreme, clans, rechten, migranten"
592z2QFhbqQ,a_b,AfD-Fraktion Bundestag,LIVE: Pressekonferenz der AfD-Fraktion - Diese Woche im Bundestag!,2023-04-25T08:10:04Z,migration,1,"migranten, migration, flüchtlinge, deutschland, asyl, asylbewerber, grenzen, eu"
59Gqz29_rUw,a_b,AfD-Fraktion Bundestag,Wie viel Schuld wollen Sie sich noch auflasten? Dr. Christina Baum - AfD-Fraktion im Bundestag,2022-12-16T16:00:01Z,other,-1,outlier
59t9RABgQ4Y,a_b,AfD TV,Steuergeld für Schleuser-Schiffe? Wir dürfen uns das nicht mehr bieten lassen!,2023-10-26T11:01:53Z,other,-1,outlier
59v8Ed7GOOU,a_b,AfD-Fraktion Bundestag,Thesen zur EU - Prof. Dr. Harald Weyel - AfD-Fraktion Landesgruppe NRW,2018-11-20T14:00:50Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
5_7Dn0yYzyE,a_b,AfD TV,7 Tage Deutschland - der AfD Podcast vom 28.08.2020,2020-08-30T07:21:40Z,other,12,"tage deutschland, sieben tage, podcast, sieben, tage, wochenend, wochenend podcast, afg"
5_bzdRzN7c8,a_b,AfD TV,Tino Chrupalla: „Ich würde die Briefwahl wieder verbieten! Sie ist als Ausnahme initiiert worden!“,2024-09-03T10:30:17Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
5_cZz5iweIA,a_b,AfD-Fraktion Bundestag,Ideologische Forschungspolitik verspielt zukünftigen Wohlstand! Prof. Dr. Michael Kaufmann,2022-07-09T07:00:02Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
5_K-3Ca4ADU,a_b,AfD-Fraktion Bundestag,Sie haben ohne Not Panik geschürt! - Detlev Spangenberg - AfD-Fraktion im Bundestag,2021-05-24T07:00:01Z,other,2,"impfung, corona, impfpflicht, patienten, virus, lauterbach, impfen, impfstoff"
5_Tz2AK8Gd4,a_b,AfD-Fraktion Bundestag,Für unsere 🇩🇪-Rentner ist gar kein Leben in Würde gewollt! Gerrit Huy - AfD-Fraktion im Bundestag,2024-06-29T12:00:10Z,other,-1,outlier
5_USoqASFp4,a_b,AfD-Fraktion Bundestag,EU-Steuerdumping von Großkonzernen ist ungerecht! - Jörn König - AfD-Fraktion im Bundestag,2019-02-22T09:26:21Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
5_zPELqUanI,a_b,AfD-Fraktion Bundestag,Gysi statt Gauland – Bernd Baumann attackiert die Union! - AfD-Fraktion im Bundestag,2025-03-25T11:47:27Z,other,-1,outlier
5A1jYSa0rP8,a_b,AfD-Fraktion Bundestag,Lobbyist Philipp Amthor: AfD fordert eine Reform der Regeln! - Thomas Seitz - Fraktion im Bundestag,2020-06-17T13:30:46Z,other,-1,outlier
5AAGo1fZePg,a_b,AfD-Fraktion Bundestag,Sie belasten unsere Arbeitnehmer mit den höchsten Steuern! - Jörg Schneider - AfD-Fraktion,2020-04-22T15:45:20Z,other,7,"bürgergeld, arbeit, china, endometriose, menschen, arbeiten, müssen, antrag"
5ABTPKccd10,a_b,AfD TV,Wir brauchen GRUNDRECHTE statt IMPF-APARTHEID!,2022-01-24T09:45:11Z,other,-1,outlier
5AcFoxdR_Oc,a_b,AfD-Fraktion Bundestag,Live: Pressekonferenz der AfD-Fraktion - Diese Woche im Bundestag,2020-09-16T08:11:58Z,climate,3,"co2, strom, klima, energie, energiewende, gas, kernenergie, euro"
5AGIhBlUk4E,a_b,AfD TV,"Wo sind wir hier, dass so etwas bei uns möglich ist?",2021-08-16T15:00:02Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
5AObUgmxh-w,a_b,AfD-Fraktion Bundestag,"Peter Boehringer erklärt den wahren Grund, warum die AfD bekämpft wird! AfD-Fraktion im Bundestag",2024-01-30T10:02:21Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
5ApNJjacPsE,a_b,AfD-Fraktion Bundestag,Sie reiten ein totes Pferd! - Kurt Kleinschmidt - Fraktion der Alternative für Deutschland,2025-12-10T08:00:08Z,other,18,"soldaten, bundeswehr, einsatz, streitkräfte, mali, verteidigung, soldat, guardian"
5b-1mdY-IVU,a_b,AfD-Fraktion Bundestag,Menopause: Das scheinbar größte Problem der CDU in dieser Zeit! Dr. Christina Baum - AfD-Fraktion BT,2024-10-24T09:00:04Z,other,-1,outlier
5B0BBCHM3tk,a_b,AfD-Fraktion Bundestag,Peter Boehringer fordert währungspolitische Souveränität - Bundestag zetert! - AfD-Fraktion,2021-05-20T08:28:54Z,other,-1,outlier
5bLlthMbG0Q,a_b,AfD-Fraktion Bundestag,"100 MRD. € für Waffen, nur 1 Mrd. für Bildung! - Dr. Götz Frömming - AfD-Fraktion Im Bundestag",2022-05-21T12:00:38Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
5cUN23jmm_8,a_b,AfD TV,"AfD spricht aus, was tausende Jäger denken!",2021-10-07T18:00:01Z,other,-1,outlier
5d7QZlTwzRY,a_b,AfD-Fraktion Bundestag,Özdemir versteckt sich in seinem Elfenbeinturm! Stephan Protschka - AfD-Fraktion im Bundestag,2022-12-18T08:00:04Z,other,37,"tierschutz, sachsen, freiberg, wolf, freunde, liebe freunde, kretschm, tierhaltung"
5dM4nATIOy4,a_b,AfD-Fraktion Bundestag,Die CO2-Steuer ist nicht im deutschen Interesse! Karsten Hilse - AfD-Fraktion im Bundestag,2022-10-23T12:00:03Z,other,-1,outlier
5dU2_zSGquk,a_b,AfD-Fraktion Bundestag,"Franziska Gminder zu ""Familienentlastung & Behinderten-Pauschbeträge"" - AfD-Fraktion im Bundestag",2020-09-11T10:00:25Z,other,-1,outlier
5e_qCMEohok,a_b,AfD-Fraktion Bundestag,Traurige Realität der Post: Schlechter Service und mehr Kosten! Bernd Schattner - AfD-Fraktion BT,2024-06-15T16:00:05Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
5eB23m5kFr0,a_b,AfD-Fraktion Bundestag,Nur so tun Sie wirklich was für die 🇩🇪🇫🇷-Freundschaft! Norbert Kleinwächter - AfD-Fraktion Bundestag,2024-06-16T15:00:08Z,other,-1,outlier
5ECQST9iBuQ,a_b,AfD-Fraktion Bundestag,"Irre: Markus Lanz verteidigt autoritäres Gerede von CDU-Mann Daniel Günther. Beatrix von Storch, AfD",2026-01-15T09:17:02Z,other,6,"digitalisierung, internet, digitale, digitalen, netz, daten, digitalstrategie, wlan"
5EdSGwR3bek,a_b,AfD-Fraktion Bundestag,GEZ-Urteil: Kirchhof-Brüder machen ARD & ZDF glücklich!,2018-07-21T21:42:48Z,other,-1,outlier
5eEsz4vMOYc,a_b,AfD TV,Schon 47.244 AfD-Mitglieder: Wo bleibst Du? #short,2024-07-18T08:00:05Z,other,-1,outlier
5f0H1RcJuF0,a_b,AfD TV,Echte Fachkräfte werden abgeschoben - das ist die Migrationspolitik der Ampel,2023-10-26T13:15:12Z,migration,1,"migranten, migration, flüchtlinge, deutschland, asyl, asylbewerber, grenzen, eu"
5f4V35fkVH0,a_b,AfD-Fraktion Bundestag,Aktuelle Stunde der AfD zum ÖR - 123. Sitzung des Bundestages - AfD-Fraktion im Bundestag,2019-11-06T23:21:54Z,other,8,"kolleginnen, kollegen, kolleginnen kollegen, liebe kolleginnen, frau, fraktion, präsidentin, herr"
5fGbXgY8bEo,a_b,AfD-Fraktion Bundestag,Bismarck-Zimmer: Wir setzen ein Zeichen! - AfD-Fraktion im Bundestag,2023-02-15T15:00:08Z,other,-1,outlier
5fGny1m3pIg,a_b,AfD TV,Das Gespräch zum AfD-Podcast mit Dr. Martin Vincentz,2021-05-20T16:22:04Z,other,12,"tage deutschland, sieben tage, podcast, sieben, tage, wochenend, wochenend podcast, afg"
5FicK0RuMLY,a_b,AfD TV,"Wahlnachlese Brandenburg: Alice Weidel, Tino Chrupalla & Christoph Berndt! - AfD",2024-09-23T09:06:29Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
5fIoNz0sBFY,a_b,AfD-Fraktion Bundestag,SPD will Taschengeld für Asylbewerber weiter erhöhen! - René Springer - AfD-Fraktion im Bundestag,2019-05-17T09:56:11Z,migration,1,"migranten, migration, flüchtlinge, deutschland, asyl, asylbewerber, grenzen, eu"
5FtM87NCWOQ,a_b,AfD-Fraktion Bundestag,Live: Pressekonferenz der AfD-Fraktion - Diese Woche im Bundestag!,2021-01-12T09:25:23Z,other,-1,outlier
5fX3Bv2t7Uk,a_b,AfD-Fraktion Bundestag,Bundesregierung mutet uns unerträgliches Chaos zu! - Ulrich Oehme - AfD-Fraktion im Bundestag,2021-03-08T10:00:02Z,other,2,"impfung, corona, impfpflicht, patienten, virus, lauterbach, impfen, impfstoff"
5G6rx8BQnS4,a_b,AfD-Fraktion Bundestag,Nicht durch Pop-up-Events! Dr. Paul Schmidt - AfD-Fraktion im Bundestag,2025-11-25T15:00:09Z,other,-1,outlier
5GBGeJI_X8A,a_b,AfD-Fraktion Bundestag,LIVE: Pressekonferenz der AfD-Fraktion - Diese Woche im Bundestag!,2023-10-10T08:07:40Z,other,20,"israel, who, hamas, israels, häfen, städtebauförderung, rückgabe, pflp"
5GBMY9C3G3Q,a_b,AfD-Fraktion Bundestag,Massenüberwachung darf nicht das Mittel zur Sicherheit sein! - Steffen Janich - AfD-Fraktion,2025-12-21T09:00:07Z,other,-1,outlier
5gvNZKBTEZU,a_b,AfD-Fraktion Bundestag,LIVE: Presseerklärung der AfD-Fraktionsvorsitzenden Alice Weidel und Tino Chrupalla,2024-07-02T13:07:14Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
5GX1KLreYfE,a_b,AfD-Fraktion Bundestag,Gender-Wahn: Verstümmelung von Minderjährigen endlich verbieten! - Beatrix von Storch - AfD-Fraktion,2025-02-04T13:00:07Z,other,27,"kinder, heranziehung, musik musik, familien, musik, blackout, eltern, jugendhilfe"
5GzXJ8AFigE,a_b,AfD-Fraktion Bundestag,Schulden-Bazooka von Merz - Peter Boehringer - Folge #02,2025-03-19T13:02:07Z,other,-1,outlier
5H7QzS3iZ1M,a_b,AfD-Fraktion Bundestag,Die Politik der Bundesregierung macht Kinder zu Waisen! Martin Sichert - AfD-Fraktion im Bundestag,2022-11-13T17:00:06Z,other,2,"impfung, corona, impfpflicht, patienten, virus, lauterbach, impfen, impfstoff"
5hHkJeF77vY,a_b,AfD-Fraktion Bundestag,Verschwörungstheorie hat sich bewahrheitet! - Pressekonferenz von Alice Weidel & Tino Chrupalla,2025-06-03T12:47:16Z,migration,1,"migranten, migration, flüchtlinge, deutschland, asyl, asylbewerber, grenzen, eu"
5HottVSFHP0,a_b,AfD-Fraktion Bundestag,Gereon Bollmann fordert mehr Familienzeit statt Ganztagsschulen! - AfD-Fraktion im Bundestag,2025-05-25T07:00:04Z,other,-1,outlier
5hRWZ51FJF8,a_b,AfD-Fraktion Bundestag,Die Sicherheit unserer Soldaten muss gewährleistet werden! Joachim Wundrak - AfD-Fraktion Bundestag,2023-03-06T13:00:04Z,other,13,"kosovo, ukraine, soldaten, bundeswehr, nato, waffen, bosnien, einsatz"
5ie8Mn6XfR0,a_b,AfD-Fraktion Bundestag,Wir werden die Aufgabe des Ostens nicht akzeptieren! - Enrico Komning - AfD-Fraktion im Bundestag,2019-06-27T17:05:54Z,other,-1,outlier
5inCJKv6IuY,a_b,AfD-Fraktion Bundestag,Die Ampel hat fertig: So kann Politik nicht funktionieren! Ulrike Schielke-Ziesing - AfD-Fraktion BT,2024-09-10T17:30:00Z,other,-1,outlier
5iS30T4mj9A,a_b,AfD-Fraktion Bundestag,Ökodiktatur durch die Hintertür! - Karsten Hilse - AfD-Fraktion im Bundestag,2020-11-04T17:58:52Z,other,-1,outlier
5isx9bMkNUg,a_b,AfD-Fraktion Bundestag,„Great Reset“bedeutet ökosozialistische Planwirtschaft! - Steffen Kotré - AfD-Fraktion im Bundestag,2021-05-21T07:00:01Z,other,-1,outlier
5iyZ82674zs,a_b,AfD TV,Impfpflicht erniedrigt Millionen Menschen!,2022-03-17T18:00:03Z,other,2,"impfung, corona, impfpflicht, patienten, virus, lauterbach, impfen, impfstoff"
5j7R4yvHk0g,a_b,AfD-Fraktion Bundestag,Naturschutz ist Heimatschutz! - Umweltpolitische Tagung der AfD-Fraktionen,2023-07-22T07:33:42Z,climate,3,"co2, strom, klima, energie, energiewende, gas, kernenergie, euro"
5KDKpxeve_g,a_b,AfD TV,Brandner geht gegen „Mr. Cash Money“ vor! #shorts #afd #deshalbafd,2024-04-11T08:43:04Z,other,24,"kinder, eltern, kindern, lehrer, mittagessen, rechtsanspruch, ukrainer, schulen"
5kKhRtJVOf4,a_b,AfD-Fraktion Bundestag,Grüne machen sich den Staat zur Beute! #afd #brandner #bundestag,2023-04-26T15:25:38Z,other,-1,outlier
5Kmvq4q914U,a_b,AfD-Fraktion Bundestag,LIVE: Pressekonferenz der AfD-Fraktion - Diese Woche im Bundestag,2024-04-09T08:19:33Z,migration,1,"migranten, migration, flüchtlinge, deutschland, asyl, asylbewerber, grenzen, eu"
5kWVzuSqbaU,a_b,AfD TV,Götz Frömming zur Bildungspolitik in der Corona-Krise,2021-03-11T07:09:48Z,other,-1,outlier
5l_3QVs8ZIU,a_b,AfD-Fraktion Bundestag,Nationale Sicherheitsvorsorge garantieren! - Rüdiger Lucassen - AfD-Bürgerdialog Mönchengladbach,2019-02-08T09:19:45Z,other,-1,outlier
5lDQy-lTdmI,a_b,AfD-Fraktion Bundestag,Honecker wäre stolz auf Sie! - Dr. Michael Espendiller,2020-02-14T08:34:02Z,other,16,"grünen, rot, antrag grünen, grün, grüne, antrag, rot rot, linken"
5LgeLMe2gMU,a_b,AfD-Fraktion Bundestag,BUNDESTAG LIVE - 102. Sitzung - AfD-Fraktion im Bundestag,2023-05-10T19:21:48Z,other,8,"kolleginnen, kollegen, kolleginnen kollegen, liebe kolleginnen, frau, fraktion, präsidentin, herr"
5LN_Njp3VXI,a_b,AfD-Fraktion Bundestag,EEG bedeutet Planwirtschaft! - Steffen Kotré - AfD-Fraktion im Bundestag,2020-05-15T08:19:54Z,other,-1,outlier
5lPAuYrzO2g,a_b,AfD-Fraktion Bundestag,"""GroKo hängt am seidenen Faden!"" - Rüdiger Lucassen - AfD-Bürgerdialog in Krefeld 09.07.",2019-07-12T12:44:29Z,other,-1,outlier
5LXL7uD9q6Y,a_b,AfD-Fraktion Bundestag,"Dramatisch, wie doof unsere Regierung ist! - Pressestatement von Alice Weidel und Tino Chrupalla",2022-05-10T13:05:05Z,other,5,"russland, ukraine, krieg, russischen, russlanddeutschen, putin, bundesregierung, damen"
5lYyWt6F_Js,a_b,AfD-Fraktion Bundestag,Nichts aus 2015 gelernt! - Gottfried Curio zu Plänen der Altparteien - AfD-Fraktion im Bundestag,2021-08-19T13:45:46Z,other,22,"afghanistan, taliban, afghanen, afghanische, ortskräfte, hindukusch, kabul, pakistan"
5maRf_OvtjE,a_b,AfD TV,"Herr Habeck, Sie haben von Wirtschaft so viel Ahnung wie ein Blinder von Farbe!",2022-09-07T11:30:49Z,other,-1,outlier
5mucF9UQ9ww,a_b,AfD-Fraktion Bundestag,Martin Reichardt zeigt Deutschlandflagge🇩🇪 und kassiert Ordnungsruf! AfD-Fraktion im Bundestag,2024-02-23T17:00:04Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
5MWlNLxiVvU,a_b,AfD-Fraktion Bundestag,Die Beschädigung des demokratischen Wahlrechts droht! - Fabian Jacobi - AfD-Fraktion im Bundestag,2023-06-20T06:00:01Z,other,-1,outlier
5nakO7IkGwk,a_b,AfD-Fraktion Bundestag,Frieden🕊 in weiter Ferne: Es geht nur um Waffen💥! Rüdiger Lucassen & Marc Bernhard- AfD-Fraktions-TV,2024-06-13T16:45:00Z,other,5,"russland, ukraine, krieg, russischen, russlanddeutschen, putin, bundesregierung, damen"
5nFxXQgvl-8,a_b,AfD-Fraktion Bundestag,Grüne Außenpolitik ist gefährlich! - Stefan Keuter - AfD-Fraktion im Bundestag,2026-02-01T14:00:15Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
5nwuLLvaQ7I,a_b,AfD-Fraktion Bundestag,800 Millionen für Kanzleramts-Erweiterung! AfD-Abgeordnete grillen Bundeskanzler Scholz!,2023-03-29T12:39:42Z,other,-1,outlier
5O_K1I--FY4,a_b,AfD TV,Uwe Junge - Aufruf zur Demo,2018-05-17T11:36:18Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
5OqBYqE3gqQ,a_b,AfD-Fraktion Bundestag,"Frau Merkel, Sie haben unser Land in eine Sackgasse manövriert! - Tino Chrupalla - AfD-Fraktion",2021-03-04T11:17:29Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
5OWAbGbuQkQ,a_b,AfD-Fraktion Bundestag,Inhumane Sanktionspolitik umgehend beenden! Joachim Wundrak - AfD-Fraktion im Bundestag,2022-10-17T16:00:08Z,other,-1,outlier
5PdUt4DpW4g,a_b,AfD-Fraktion Bundestag,Bahn nicht gegen andere Verkehrsträger ausspielen! - Wolfgang Wiehle - AfD-Fraktion im Bundestag,2019-06-28T08:14:52Z,climate,4,"bahn, jugendorganisation, auto, musik เฮ, เฮ musik, generation deutschland, autofahrer, diesel"
5peVPRv0XuY,a_b,AfD-Fraktion Bundestag,Seehofers Wiedereinreisesperren sind völlig nutzlos!- AfD-Fraktion im Bundestag,2019-02-25T14:15:25Z,migration,1,"migranten, migration, flüchtlinge, deutschland, asyl, asylbewerber, grenzen, eu"
